vertex_row,dx,dy,dz,dnx,dny,dnz,wing_partition_weight,skin_node_indices,skin_node_names,skin_weights
890,-7.5622473,5.105957,-6.904047,0.09829223,0.22442377,0.2099117,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.45000001788139343, 0.42307689785957336, 0.1269230842590332]"
891,-3.6159945,5.1734657,-4.515773,0.07708815,0.3247378,0.27911144,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.5, 0.3499999940395355, 0.15000000596046448]"
892,3.606543,3.6377258,-0.37942886,-0.143516,-0.00832355,-0.13125452,0.6690099239349365,"[36, 46, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.42547616362571716, 0.3309900462627411, 0.1233435720205307, 0.12019020318984985]"
893,2.7632809,3.368435,-0.1050396,-0.021017835,-0.017116964,-0.10412,0.6384734511375427,"[36, 46, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.40306487679481506, 0.36152660846710205, 0.11817290633916855, 0.11723566055297852]"
975,0.04992342,-0.053123474,-0.17684937,-0.0070542693,0.024018407,-0.021427453,0.08974432945251465,"[46, 45, 36]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Neck_bone_04"", ""cockatoo_Humerus_l_bone_073""]","[0.5, 0.41025570034980774, 0.08974432945251465]"
976,0.7101569,1.5719032,-1.2353048,0.023913622,0.3505776,-0.23815417,0.43219172954559326,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.5678083300590515, 0.26608437299728394, 0.10796979069709778, 0.05813758075237274]"
989,0.0113300085,0.06594849,-0.068362236,-0.0052831173,0.02140022,-0.0028441548,0.050000011920928955,"[45, 36]","[""cockatoo_Neck_bone_04"", ""cockatoo_Humerus_l_bone_073""]","[0.949999988079071, 0.050000011920928955]"
997,-0.3876772,0.8753433,-3.4470282,-0.38142693,0.17720313,-0.03178531,0.5999999642372131,"[36, 46, 34]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5684210062026978, 0.40000003576278687, 0.031578950583934784]"
999,-4.3934784,6.4560776,2.9319267,-0.13304168,0.4503918,-0.30551934,1.0,"[37, 39, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071""]","[0.48461535573005676, 0.4153846204280853, 0.10000000894069672]"
1000,-4.6417713,6.9020195,2.195366,-0.18486774,0.44359452,-0.2730572,1.0,"[37, 39, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071""]","[0.484615296125412, 0.4153846204280853, 0.10000008344650269]"
1001,-9.57949,4.464161,10.933086,-0.17255059,0.36853978,-0.2183604,1.0,"[37, 39, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071""]","[0.7363636493682861, 0.16363638639450073, 0.09999999403953552]"
1006,9.095369,0.79322815,-2.7124538,0.100733876,-0.07157546,0.024022877,0.5690370798110962,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.5690370798110962, 0.4309629201889038]"
1007,7.263673,3.0869064,-2.2763882,0.08090693,0.10413557,0.604735,0.6259045600891113,"[39, 46, 38, 37]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Ulna_r_bone_071"", ""cockatoo_Metacarpus_r_bone_072""]","[0.44766661524772644, 0.37409546971321106, 0.12021335959434509, 0.05802455544471741]"
1016,10.835265,-2.8083496,-3.5110626,0.31697685,-0.117767364,0.20054424,0.47383835911750793,"[46, 39, 50, 43]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_FeatherTail_r_2_bone_0108"", ""cockatoo_Head_bone_06""]","[0.5054223537445068, 0.47383835911750793, 0.010369653813540936, 0.010369653813540936]"
1017,10.868564,-3.0598145,-2.0960388,-0.17959303,-0.7150948,0.25047958,0.4684654772281647,"[46, 39, 50, 37]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_FeatherTail_r_2_bone_0108"", ""cockatoo_Metacarpus_r_bone_072""]","[0.5187997221946716, 0.455730676651001, 0.012734807096421719, 0.012734807096421719]"
1018,15.86477,-3.8973389,-1.8969765,0.010407627,-0.28002328,0.52118367,0.5968354344367981,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.5968354344367981, 0.4031645655632019]"
1019,15.288021,-2.3602371,-3.3755798,0.46715695,-0.14616925,0.72677314,0.5959711670875549,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.5959711670875549, 0.40402883291244507]"
1021,0.07084918,-0.039260864,-0.07307434,-0.0019693673,-0.007932553,-0.00083321333,0.028175102546811104,"[46, 17, 36]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Femur_l_bone_092"", ""cockatoo_Humerus_l_bone_073""]","[0.7299330234527588, 0.24189186096191406, 0.028175102546811104]"
1046,-6.0263233,5.9591675,-0.9996128,-0.3220929,0.57365835,0.05151826,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.6413022875785828, 0.3178479075431824, 0.04084983468055725]"
1047,0.9324417,5.1713104,7.306321,-0.27338588,0.69015855,0.11991669,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.5652850866317749, 0.40592601895332336, 0.028788935393095016]"
1048,6.0009785,6.529972,10.0662985,-0.13644499,0.61886156,0.34908238,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.7536410093307495, 0.1516292542219162, 0.0947297215461731]"
1049,-4.669216,6.8450966,-1.7511973,-0.19517273,0.45763934,0.26770505,1.0,"[34, 36, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.484615296125412, 0.4153846204280853, 0.10000008344650269]"
1050,17.187788,-0.9081497,-16.340054,-0.1468172,-0.7671447,0.52735484,1.0,[39],"[""cockatoo_Humerus_r_bone_070""]",[1.0]
1051,16.33673,-0.35500336,-17.48722,-0.042487025,-0.746933,0.48066232,1.0,"[39, 37]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Metacarpus_r_bone_072""]","[0.9676339030265808, 0.03236611932516098]"
1052,-11.635101,4.2798004,19.412216,-0.4843259,0.18898803,-0.031822473,1.0,"[37, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.7999982833862305, 0.20000171661376953]"
1053,-11.948961,4.0878754,19.306374,-1.077111,-0.0663265,-0.0996679,1.0,"[37, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.7999985814094543, 0.20000143349170685]"
1054,-10.789465,4.807808,8.097511,-0.59211075,-0.13338912,-0.32315314,1.0,"[37, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.949999988079071, 0.050000011920928955]"
1055,-10.34638,5.0204544,8.16172,-0.44023263,0.4099079,-0.33060002,1.0,"[37, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.949999988079071, 0.050000011920928955]"
1063,-8.499064,2.864441,4.8992577,0.19984996,-0.368649,0.168697,1.0,[37],"[""cockatoo_Metacarpus_r_bone_072""]",[1.0]
1064,-5.7396336,5.434288,2.2686386,0.204858,-0.3776453,0.22177336,0.9999999403953552,"[37, 39, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071""]","[0.6176135540008545, 0.2500406503677368, 0.1323457509279251]"
1065,-3.6024494,4.0211525,0.6415367,0.13330424,-0.46601868,0.3666777,1.0000001192092896,"[37, 39, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071""]","[0.6128097176551819, 0.34628060460090637, 0.04090973362326622]"
1066,-9.094247,3.55439,10.279285,0.038348436,-0.2512203,0.27002037,0.9999998807907104,"[37, 38, 39]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071"", ""cockatoo_Humerus_r_bone_070""]","[0.7916666865348816, 0.12499989569187164, 0.0833333358168602]"
1079,1.4160094,-0.10281372,-0.12578773,0.080043525,-0.06470168,-0.07120302,0.3611665964126587,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.6388334631919861, 0.32346147298812866, 0.02450832538306713, 0.013196797110140324]"
1117,-0.25973177,1.8265953,-0.85651016,-0.07770725,0.41961128,-0.13947558,0.43219172954559326,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.5678083300590515, 0.26608437299728394, 0.10796979069709778, 0.05813758075237274]"
1124,2.5048428,1.5362892,0.62107086,-0.067855746,-0.45217907,0.4209286,0.9716603755950928,"[39, 37, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Scapula_bone_03""]","[0.6499999761581421, 0.32166042923927307, 0.02833959460258484]"
1125,-2.6423779,5.461426,2.3287735,-0.066349715,-0.42017192,0.4387988,1.0,"[37, 39, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071""]","[0.4576922655105591, 0.39230769872665405, 0.15000003576278687]"
1126,8.60305,2.7038956,-9.736649,-0.18738842,-0.5080414,0.5173445,0.9793749451637268,"[39, 37, 38, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071"", ""cockatoo_Scapula_bone_03""]","[0.7760181427001953, 0.15896198153495789, 0.044394783675670624, 0.02062508650124073]"
1127,13.775096,-1.0704231,-6.6813507,-0.30348408,-0.5029435,0.54874206,0.9827085137367249,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.9827085137367249, 0.017291458323597908]"
1145,-12.372129,3.4035492,-16.768314,-0.22642863,0.28847843,0.19426027,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8500000238418579, 0.1499999612569809]"
1146,0.3147583,10.107613,23.853064,0.063364,1.3083831,-1.147618,1.0,"[35, 34]","[""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.7500000596046448, 0.24999994039535522]"
1147,-11.566721,10.242348,-16.070442,-1.0336077,-0.12293315,0.4989444,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.6749999523162842, 0.22499999403953552, 0.10000000149011612]"
1148,-11.281734,10.32732,-16.206352,-0.37985307,0.20828599,0.18042521,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.6749999523162842, 0.22499999403953552, 0.10000000149011612]"
1160,-11.362549,8.395519,-8.185616,0.0650751,-0.11158818,0.2102121,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.6749999523162842, 0.22499999403953552, 0.10000000149011612]"
1161,-13.44146,10.022587,-18.210758,0.34553647,0.6830377,-0.04637763,1.0,"[34, 35, 36]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Humerus_l_bone_073""]","[0.6749999523162842, 0.22499999403953552, 0.10000000149011612]"
1162,-12.042526,4.122139,-18.411068,0.3940459,0.63717914,0.14169641,1.0,"[34, 35]","[""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.7999985814094543, 0.20000143349170685]"
1173,19.474277,-5.101467,-2.3977165,0.15079793,-0.4795415,0.4940192,0.6991161108016968,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.6991161108016968, 0.3008839190006256]"
1174,20.035685,-4.7004776,-5.055111,0.2186692,-0.5879403,0.3675779,0.7496061325073242,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.7496061325073242, 0.2503938674926758]"
1175,18.991428,-2.105236,-4.905178,1.08341,-0.19860202,0.31152388,0.7494406700134277,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.7494406700134277, 0.25055932998657227]"
1176,18.693039,-2.7625694,-3.1914406,0.8861126,-0.25528604,0.551434,0.6990209221839905,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.6990209221839905, 0.30097904801368713]"
1186,2.7709484,4.0599174,-12.137707,0.22246623,-0.5879145,0.27159864,1.0,"[39, 37, 38]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.5769177079200745, 0.39407047629356384, 0.029011840000748634]"
1187,0.85811424,5.27306,-10.093227,0.31321478,-0.54695284,0.089428425,1.0,"[37, 39, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071""]","[0.4800570607185364, 0.42953458428382874, 0.09040834754705429]"
1223,-5.970392,5.9725113,1.4586487,-0.34009778,0.5534047,-0.06765512,1.0,"[37, 39, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071""]","[0.6413022875785828, 0.3178479075431824, 0.04084983468055725]"
1224,0.9193001,5.125469,-7.0412903,-0.27107012,0.6761014,-0.12475033,1.0,"[39, 37, 38]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.5652850866317749, 0.40592601895332336, 0.028788935393095016]"
1232,1.1471009,1.2533302,-0.022686005,-0.09864128,0.14568621,-0.21620175,0.44492119550704956,"[46, 36, 35, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5550787448883057, 0.3139258623123169, 0.07204742729663849, 0.05894792079925537]"
1233,0.7101569,1.5719032,-1.2353048,0.05497998,0.52475137,-0.17634618,0.43219172954559326,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.5678083300590515, 0.26608437299728394, 0.10796979069709778, 0.05813758075237274]"
1234,-0.25973177,1.8265953,-0.85651016,-0.08523267,0.45838648,-0.118989944,0.43219172954559326,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.5678083300590515, 0.26608437299728394, 0.10796979069709778, 0.05813758075237274]"
1235,0.3598714,1.3419647,0.18696404,-0.14687306,0.30925637,-0.28747892,0.4369862675666809,"[46, 36, 35, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.5630137920379639, 0.3083271384239197, 0.070762500166893, 0.05789661407470703]"
1246,-10.557021,5.630989,8.479801,-0.47485477,0.47518817,-0.18279505,1.0,"[37, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.949999988079071, 0.050000011920928955]"
1247,-11.186867,4.099762,8.523731,-0.4193111,0.38077423,-0.084614664,1.0,[37],"[""cockatoo_Metacarpus_r_bone_072""]",[1.0]
1248,2.6832733,-1.2401466,-0.51649857,-0.008060396,-0.042348564,0.38559106,0.2795461118221283,"[46, 39, 83, 37]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ilium_bone_02"", ""cockatoo_Metacarpus_r_bone_072""]","[0.6968170404434204, 0.2559092342853546, 0.023636873811483383, 0.023636873811483383]"
1252,1.2949319,0.7666626,-0.8547735,0.28199032,0.14457613,0.19716725,0.3904123306274414,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.6095877289772034, 0.2876755893230438, 0.06677887588739395, 0.035957857966423035]"
1253,1.5321155,0.5067749,-0.63342667,0.26666772,0.07347798,0.17064843,0.3871959447860718,"[46, 36, 34, 35]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.6128039956092834, 0.285573273897171, 0.06605473905801773, 0.03556794300675392]"
1270,-3.0578175,5.9827003,1.5600891,-0.030383736,-0.38114005,0.42242652,1.0,"[37, 39, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071""]","[0.45769229531288147, 0.39230769872665405, 0.14999999105930328]"
1271,-8.667862,3.7273674,8.618439,0.13259023,-0.34780183,0.29050893,1.0,"[37, 39, 38]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071""]","[0.7363636493682861, 0.16363638639450073, 0.09999999403953552]"
1272,-8.875403,3.0734024,11.076702,0.09002164,-0.22521818,0.22235465,0.9999998807907104,"[37, 38, 39]","[""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071"", ""cockatoo_Humerus_r_bone_070""]","[0.7916666865348816, 0.12499989569187164, 0.0833333358168602]"
1273,1.8582077,-0.7490425,-0.04021263,-0.12994766,-0.09112483,-0.21736637,0.24058257043361664,"[46, 36, 83, 34]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ilium_bone_02"", ""cockatoo_Metacarpus_l_bone_075""]","[0.7255986332893372, 0.20676375925540924, 0.033818814903497696, 0.033818814903497696]"
1278,7.202828,2.9383507,2.325079,0.07613027,0.11338675,-0.60975987,0.6259045600891113,"[36, 46, 35, 34]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.44766661524772644, 0.37409546971321106, 0.12021335959434509, 0.05802455544471741]"
1283,14.002575,-2.2444,11.911585,0.06811595,0.3222865,0.3675454,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.827200174331665, 0.11760412156581879, 0.05519565939903259]"
1284,13.8727455,-2.4129982,11.658969,-0.09606224,-0.50900966,0.5917389,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8187749981880188, 0.12108874320983887, 0.06013624370098114]"
1285,19.35201,-2.770546,14.555381,-0.06413829,-0.3260907,0.37376183,1.0,"[36, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.9837916493415833, 0.016208380460739136]"
1286,18.949705,-2.316639,14.065027,0.063268125,0.63537973,0.31353438,0.9890584945678711,"[36, 35, 34, 83]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ilium_bone_02""]","[0.963622510433197, 0.014260119758546352, 0.01117587648332119, 0.010941486805677414]"
1289,18.585955,-3.1738167,21.073782,0.73313206,-0.73954237,-0.30562854,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8183732032775879, 0.12333786487579346, 0.05828890576958656]"
1290,17.963882,-3.4074059,20.942047,0.29318577,-0.9088868,-0.34055448,1.0,"[36, 34, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074""]","[0.8050893545150757, 0.1445377767086029, 0.050372857600450516]"
1294,14.566887,2.8925476,13.766434,-0.03487748,0.7121633,0.39366853,1.0,"[36, 35, 34]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Metacarpus_l_bone_075""]","[0.9209241271018982, 0.0566108413040638, 0.02246505208313465]"
1295,19.035742,-2.3513985,14.697301,-0.09451318,0.74943614,0.31620747,1.0,"[36, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.9888076186180115, 0.011192400939762592]"
1296,19.304747,-2.3225365,13.363747,0.08748484,0.8571695,0.47968376,0.9764553904533386,"[36, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03""]","[0.9764553904533386, 0.023544607684016228]"
1297,15.343412,2.2384033,13.044508,0.020548165,0.73754954,0.46115792,1.0,"[36, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.05000000074505806]"
1301,22.257336,-5.9850807,-8.9854965,0.35831288,-1.0593221,0.36837542,0.8976870775222778,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.8976870775222778, 0.10231290757656097]"
1302,21.541397,-4.914589,-13.164772,0.36040136,-1.2361002,0.3303013,0.9340053796768188,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.9340053796768188, 0.06599464267492294]"
1303,19.759647,-3.0867004,-10.782761,1.306397,-0.7941669,0.50814354,0.9456384778022766,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.9456384778022766, 0.05436151847243309]"
1304,21.051292,-4.135227,-7.224949,1.3753405,-0.44637138,0.43317798,0.9171478152275085,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.9171478152275085, 0.08285219222307205]"
1316,12.799721,1.1432571,6.1117744,0.19598466,0.57598305,0.5250267,1.0,[36],"[""cockatoo_Humerus_l_bone_073""]",[1.0]
1317,7.684906,5.814106,9.006196,0.05637306,0.62482107,0.47741714,0.9816951751708984,"[36, 34, 35, 46]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Metacarpus_l_bone_075"", ""cockatoo_Ulna_l_bone_074"", ""cockatoo_Scapula_bone_03""]","[0.7797781229019165, 0.11735276877880096, 0.08456427603960037, 0.018304821103811264]"
1318,16.094973,1.6947212,11.821959,0.049480915,0.77052116,0.47781017,1.0,"[36, 35]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Ulna_l_bone_074""]","[0.949999988079071, 0.05000000447034836]"
1319,17.822645,-0.7861786,7.158841,0.10971248,0.6324361,0.45517433,0.9374998807907104,"[36, 46, 83, 47]","[""cockatoo_Humerus_l_bone_073"", ""cockatoo_Scapula_bone_03"", ""cockatoo_Ilium_bone_02"", ""cockatoo_FeatherTail_l_1_bone_0111""]","[0.9374998807907104, 0.020833346992731094, 0.020833346992731094, 0.020833346992731094]"
1324,10.884034,-2.658512,-3.3574162,0.28432447,-0.18834561,0.55053896,0.47564569115638733,"[46, 39]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_r_bone_070""]","[0.5243542790412903, 0.47564569115638733]"
1325,10.835265,-2.8083496,-3.5110626,-0.010523774,-0.54391545,0.3015828,0.47383835911750793,"[46, 39, 50, 43]","[""cockatoo_Scapula_bone_03"", ""cockatoo_Humerus_r_bone_070"", ""cockatoo_FeatherTail_r_2_bone_0108"", ""cockatoo_Head_bone_06""]","[0.5054223537445068, 0.47383835911750793, 0.010369653813540936, 0.010369653813540936]"
1326,15.288021,-2.3602371,-3.3755798,0.086281985,-0.6750884,0.02464205,0.5959711670875549,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.5959711670875549, 0.40402883291244507]"
1356,19.017546,-2.5433922,-14.7686615,-0.094035685,0.7332659,-0.3202793,1.0,"[39, 38]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071""]","[0.9888076186180115, 0.011192400939762592]"
1357,19.289907,-2.512207,-13.4158745,0.092273,0.845471,-0.48776442,0.9764553904533386,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.9764553904533386, 0.023544607684016228]"
1358,19.78916,-2.9151955,-13.576458,0.18497914,0.6171724,-0.5028581,0.9846150875091553,"[39, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Scapula_bone_03""]","[0.9846150875091553, 0.015384888276457787]"
1359,18.923864,-2.5049744,-14.127964,0.06185144,0.6194458,-0.3177392,0.9890584945678711,"[39, 38, 37, 83]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Ulna_r_bone_071"", ""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ilium_bone_02""]","[0.963622510433197, 0.014260119758546352, 0.01117587648332119, 0.010941486805677414]"
1367,17.907927,-3.5280952,-20.880268,0.29184812,-0.8958568,0.34483725,1.0,"[39, 37, 38]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071""]","[0.8050893545150757, 0.1445377767086029, 0.050372857600450516]"
1368,11.076628,1.7627258,-17.820667,0.13788664,-0.7132873,0.27350408,0.9899572134017944,"[39, 37, 38, 46]","[""cockatoo_Humerus_r_bone_070"", ""cockatoo_Metacarpus_r_bone_072"", ""cockatoo_Ulna_r_bone_071"", ""cockatoo_Scapula_bone_03""]","[0.7200000286102295, 0.25090470910072327, 0.01905251108109951, 0.010042741894721985]"
